Name,Address,Closed bucket,Distance,Latitude,Longitude
Kimi Sushi,"260 Manitoba St, Toronto ON M8Y 4G9",LikelyOpen,737,43.62052630763223,-79.48320224237995
Barrel House Korchma,"2385 Lake Shore Blvd W, Etobicoke ON M8V 1B7",LikelyOpen,745,43.62052630763223,-79.48320224237995
Chefs Without Limits,"16 Brookers Lane, Toronto ON M8V 0A5",LikelyOpen,783,43.62052630763223,-79.48320224237995
Kothur Indian Cuisine,"2403 Lake Shore Blvd W, Toronto ON M8V 1C5",LikelyOpen,801,43.62052630763223,-79.48320224237995
Margo's,"2416 Lake Shore Blvd W (Superior Ave), Toronto ON M8V 1C4",LikelyOpen,803,43.62052630763223,-79.48320224237995
Golden Stove,"2418 Lake Shore Blvd W, Toronto ON M8V 1C4",LikelyOpen,803,43.62052630763223,-79.48320224237995
Appalachia Smokehouse Barbeque,"2416 Lake Shore Blvd W, Toronto ON M8V 1C4",LikelyOpen,803,43.62052630763223,-79.48320224237995
Subway,"2125 Lake Shore Blvd W, Toronto ON M8V 0B3",LikelyOpen,809,43.62052630763223,-79.48320224237995
Flower Drum Restaurant,"2428 Lake Shore Blvd W, Toronto ON M8V 1C4",LikelyOpen,851,43.62052630763223,-79.48320224237995
Gravity Pizza Café & Starbucks,"58 Marine Parade Dr, Toronto ON M8V 4G1",LikelyOpen,885,43.62052630763223,-79.48320224237995
Ah-So Sushi,"16 Brookers Lane, Etobicoke ON M8V 0A5",LikelyOpen,907,43.62052630763223,-79.48320224237995
Roccos pub,"8 Marine Parade, Toronto ON",LikelyOpen,917,43.62052630763223,-79.48320224237995
Nimman Thai Cuisine,"2451 Lakeshore Blvd W, Toronto ON M8V 1C5",LikelyOpen,923,43.62052630763223,-79.48320224237995
Bill-Maur Coffee Shop,"165 the Queensway, Etobicoke ON M8Y 1H8",Unsure,927,43.62052630763223,-79.48320224237995
The Waffle Works,"2451 Lake Shore Blvd W, Etobicoke ON M8V 1C5",LikelyOpen,931,43.62052630763223,-79.48320224237995
Mooring Eats,"2481 Lake Shore Blvd W, Toronto ON M8V 1C5",LikelyOpen,934,43.62052630763223,-79.48320224237995
Dino's Burritos,"2481 Lake Shore Blvd W, Toronto ON M8V 1C5",LikelyOpen,941,43.62052630763223,-79.48320224237995
Kaboodles Asian Fusion Canteen,"2491 Lakeshore W, Etobicoke ON",LikelyOpen,945,43.62052630763223,-79.48320224237995
Canadiana Grill by the Lake,"2454 Lake Shore Blvd W, Toronto ON M8V 1C9",VeryLikelyOpen,955,43.62052630763223,-79.48320224237995
Fresh Advancements Inc,"165 the Queensway &, Etobicoke ON M8Y 1H8",Unsure,956,43.62052630763223,-79.48320224237995
Eds Real Scoop,"920 Queen St E (btwn Logan Ave. & Morse St.), Toronto ON M4M 1J5",LikelyOpen,334,43.657991,-79.340075
Bobbette & Belle,"1121 Queen St E (at Bertmount), Toronto ON M4M 1K9",LikelyOpen,630,43.657991,-79.340075
Tabule,"810 Queen St E, Toronto ON M4M 1H7",LikelyOpen,539,43.657991,-79.340075
Descendant Detroit Style Pizza,"1168 Queen St E (At Jones Ave), Toronto ON M4M 1L4",VeryLikelyOpen,817,43.657991,-79.340075
Reliable Halibut & Chips,"954 Queen St E, Toronto ON M4M 1J7",LikelyOpen,338,43.657991,-79.340075
Bonjour Brioche,"812 Queen St E (at Degrassi St.), Toronto ON M4M 1H7",VeryLikelyOpen,534,43.657991,-79.340075
Completo,"5 Coady Ave (at Queen St E), Toronto ON M4M 2Y9",VeryLikelyOpen,712,43.657991,-79.340075
District 28 Bar Bistro,"28 Logan Ave, Toronto ON M4M 2M8",LikelyOpen,311,43.657991,-79.340075
Mercury Espresso Bar,"915 Queen St E (Morse St.), Toronto ON M4M 1J4",LikelyOpen,326,43.657991,-79.340075
White Lily Diner,"678 Queen St E, Toronto ON M4M 1G8",LikelyOpen,909,43.657991,-79.340075
The Comrade,"758 Queen St E (Broadview), Toronto ON M4M 1H4",LikelyOpen,649,43.657991,-79.340075
Avling,"1042 Queen St E, Toronto ON M4M 1K4",LikelyOpen,431,43.657991,-79.340075
Purple Penguin Cafe,"889 Queen St E (Logan Ave), Toronto ON M4M 1J4",VeryLikelyOpen,325,43.657991,-79.340075
St John's Bakery,"153 Broadview Ave (Kintyre), Toronto ON M4M 2E9",LikelyOpen,862,43.657991,-79.340075
Eastside Social,"1008 Queen St E, Toronto ON M4M 1K1",VeryLikelyOpen,391,43.657991,-79.340075
Tango Palace Coffee Co,"1156 Queen St E, Toronto ON M4M 1L2",LikelyOpen,719,43.657991,-79.340075
Kibo Sushi House,"1169 Queen St E (Queen St. E. & Jones Ave), Toronto ON M4M 1L5",LikelyOpen,788,43.657991,-79.340075
Gio Rana's Really Really Nice Restaurant,"1220 Queen St E, Toronto ON M4M 1L7",LikelyOpen,979,43.657991,-79.340075
Eastbound Brewing Co,"700 Queen St E (at Broadview Ave), Toronto ON M4M 1G9",VeryLikelyOpen,825,43.657991,-79.340075
Prohibition Social House,"696 Queen St E (at Broadview Ave), Toronto ON M4M 1G9",VeryLikelyOpen,828,43.657991,-79.340075
The Cannonball,"641 Queen St E (at Carroll St.), Toronto ON M4M 1G4",LikelyOpen,995,43.657991,-79.340075
The Roy Public House,"894 Queen St E (at Logan Ave.), Toronto ON M4M 1J3",LikelyOpen,360,43.657991,-79.340075
Goods and Provisions,"1124 Queen St E (at Bertmount), Toronto ON M4M 1K8",LikelyOpen,613,43.657991,-79.340075
Saulter Street Brewery,"31 Saulter St, Toronto ON M4M 2H8",LikelyOpen,510,43.657991,-79.340075
Barrio Cerveceria,"884 Queen St E, Toronto ON M4M 1J3",VeryLikelyOpen,385,43.657991,-79.340075
Subway,"331 Carlaw Ave (at Dundas St. E), Toronto ON M4M 2S1",LikelyOpen,713,43.657991,-79.340075
Duke of York,"1225 Queen St E (at Leslie St), Toronto ON M4M 1L6",LikelyOpen,959,43.657991,-79.340075
Subway,"727 Queen St E (at Broadview), Toronto ON M4M 1H1",LikelyOpen,719,43.657991,-79.340075
A&W Restaurant,"875 Queen St W, Toronto ON M6J 1G5",LikelyOpen,332,43.657991,-79.340075
Babycake Cupcakes,"894 Queen St E (Logan), Toronto ON M4M 1J3",LikelyOpen,370,43.657991,-79.340075
Simply Samosas,"969 Queen St E (Heward), Toronto ON M4M 1K2",LikelyOpen,377,43.657991,-79.340075
Mexicados Burritos & Bowls,"1022 Queen St E, Toronto ON M4M 1K4",LikelyOpen,419,43.657991,-79.340075
Khan Baba,"400 Eastern Ave, Toronto ON M4M 1B9",Unsure,420,43.657991,-79.340075
HKBC,"1042 Queen St E (Pape Ave.), Toronto ON M4M 1K4",LikelyOpen,442,43.657991,-79.340075
Gelato Pizza,"1091 Queen St E (Winnifred Avenue), Toronto ON M4M 1K7",LikelyOpen,533,43.657991,-79.340075
Sushi Mugen,"1105 Queen St E (Brooklyn Avenue), Toronto ON M4M 1K7",Unsure,560,43.657991,-79.340075
Punjabi by Nature,"782 Queen St E, Toronto ON M4M 1H4",LikelyOpen,581,43.657991,-79.340075
Chez Nous Wine Bar,"798 Queen St E (Boulton Av), Toronto ON M4M 1H4",LikelyOpen,584,43.657991,-79.340075
Shirley's First Break,"284 Carlaw Ave (carlaw & dundas), Toronto ON M4M 3L1",Unsure,615,43.657991,-79.340075
Tacorrito,"657 Queen St W (Bathurst), Toronto ON M6J 1E6",LikelyOpen,637,43.657991,-79.340075
The Opera House Grill & Patio,"737 Queen St W, Toronto ON M6J 1G1",LikelyOpen,674,43.657991,-79.340075
Siddhartha Cuisine,"734A Queen St E, Toronto ON M4M 1H2",LikelyOpen,724,43.657991,-79.340075
Wendy's,"731 Eastern Ave (at Leslie St), Toronto ON M4M 3H6",VeryLikelyOpen,894,43.657991,-79.340075
Isaan Der Thai Kitchen,"730 Queen St E (Broadview Ave), Toronto ON M4M 1H2",LikelyOpen,748,43.657991,-79.340075
Queen's Head Pub,"1214 Queen St E (Leslie St), Toronto ON M4M 1L7",VeryLikelyOpen,965,43.657991,-79.340075
Lolabar Patio,"1173 Dundas, Toronto ON",LikelyOpen,757,43.657991,-79.340075
Meating on Queen,"1160 Queen St E (Jones), Toronto ON M4M 1L4",LikelyOpen,808,43.657991,-79.340075
Good Karma Queen East,"689 Queen St E (Broadview Avenue), Toronto ON M4M 1G6",LikelyOpen,816,43.657991,-79.340075
Good Karma,"689 Queen St E, Toronto ON",LikelyOpen,816,43.657991,-79.340075
John's Fish n Chips,"Dundas St E (Micheal Power), Toronto ON",LikelyOpen,820,43.657991,-79.340075
Dineen Coffee Co,"140 Yonge St (at Temperance St), Toronto ON M5C 1X6",VeryLikelyOpen,77,43.650945,-79.379498
Beer Bistro,"18 King St E (at Yonge St.), Toronto ON M5C 1C4",VeryLikelyOpen,248,43.650945,-79.379498
Cactus Club Cafe,"77 Adelaide St W (btwn Bay & York St), Toronto ON M5H 1P9",VeryLikelyOpen,259,43.650945,-79.379498
CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",LikelyOpen,139,43.650945,-79.379498
Gyu-Kaku BBQ,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",VeryLikelyOpen,374,43.650945,-79.379498
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,313,43.650945,-79.379498
The Keg Steakhouse + Bar,"165 York St (btwn Richmond St. & Adelaide St.), Toronto ON M5H 3R8",VeryLikelyOpen,385,43.650945,-79.379498
Fahrenheit Coffee,"120 Lombard St (at Jarvis St), Toronto ON M5C 3H5",LikelyOpen,568,43.650945,-79.379498
Cafe Landwer,"165 University Ave (Adelaide St W), Toronto ON M5H 3B8",LikelyOpen,531,43.650945,-79.379498
Walrus Pub & Beer Hall,"187 Bay St (Wellington St W), Toronto ON M5L 1G5",LikelyOpen,396,43.650945,-79.379498
Chotto Matte,"161 Bay St, Toronto ON M5J 2S1",VeryLikelyOpen,500,43.650945,-79.379498
The George Street Diner,"129 George St (at Richmond St E), Toronto ON M5A 2M6",VeryLikelyOpen,683,43.650945,-79.379498
La Bettola Di Terroni,"106 Victoria St, Toronto ON M5C 2B4",LikelyOpen,164,43.650945,-79.379498
C'est What,"67 Front St E (at Church St), Toronto ON M5E 1B5",VeryLikelyOpen,561,43.650945,-79.379498
JaBistro,"222 Richmond St W, Toronto ON M5V 1V6",VeryLikelyOpen,704,43.650945,-79.379498
Burrito Boyz,"74 Dundas St E, Toronto ON M5B 1C7",VeryLikelyOpen,603,43.650945,-79.379498
The Keg Steakhouse + Bar,"26 the Esplanade, Toronto ON M5E 1A6",VeryLikelyOpen,604,43.650945,-79.379498
HotBlack Coffee,"245 Queen St W (at St Patrick St), Toronto ON M5V 1Z4",LikelyOpen,740,43.650945,-79.379498
Pai,"18 Duncan St (at Adelaide St W), Toronto ON M5H 3G8",VeryLikelyOpen,803,43.650945,-79.379498
Byblos Downtown,"11 Duncan St (at Pearl St), Toronto ON M5V 3M2",LikelyOpen,804,43.650945,-79.379498
WVRST - Union Station,"65 Front St W, Toronto ON M5J 1E6",VeryLikelyOpen,681,43.650945,-79.379498
Neo Coffee Bar,"161 Frederick St (at King St E), Toronto ON M5A 4P3",VeryLikelyOpen,823,43.650945,-79.379498
The Queen and Beaver Public House,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",VeryLikelyOpen,794,43.650945,-79.379498
Library Bar,"100 Front St W, Toronto ON M5J 1E3",LikelyOpen,628,43.650945,-79.379498
Salad King,"340 Yonge St (at Gould St), Toronto ON M5B 1R8",VeryLikelyOpen,759,43.650945,-79.379498
Five Guys Burgers & Fries,"329 Yonge St, Toronto ON M5B 1R7",VeryLikelyOpen,694,43.650945,-79.379498
The Burger's Priest,"212 Adelaide St W, Toronto ON M5H 1W7",VeryLikelyOpen,695,43.650945,-79.379498
Earl's Kitchen & Bar,"150 King St W (at York St.), Toronto ON M5H 1J9",LikelyOpen,474,43.650945,-79.379498
Jimmy's Coffee,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",LikelyOpen,965,43.650945,-79.379498
Bellissimo Pizzaria & Ristorante,"164 the Esplanade (at Frederick St), Toronto ON M5A 4A5",LikelyOpen,895,43.650945,-79.379498
JOEY Eaton Centre,"1 Dundas St W, Toronto ON M5G 1Z3",VeryLikelyOpen,603,43.650945,-79.379498
Beertown Public House - Toronto,"125 Wellington St W, Toronto ON M5J 0E8",VeryLikelyOpen,665,43.650945,-79.379498
Paramount Fine Foods,"253 Yonge St (btwn Dundas St E & Shuter St), Toronto ON M5B 1N8",VeryLikelyOpen,457,43.650945,-79.379498
Gyubee Japanese Grill,"157 Dundas St W, Toronto ON M5E 1B4",VeryLikelyOpen,691,43.650945,-79.379498
McVeigh's Irish Pub,"124 Church St, Toronto ON M5C 2G8",VeryLikelyOpen,330,43.650945,-79.379498
Scaddabush Italian Kitchen & Bar Front Street,"200 Front St W (at Simcoe St), Toronto ON M5V 3J1",VeryLikelyOpen,835,43.650945,-79.379498
Town Crier,"115 John St (at Adelaide St. W), Toronto ON M9N 1J9",LikelyOpen,916,43.650945,-79.379498
Goose Island Brew House - Toronto,"70 the Esplanade, Toronto ON M5E 1R2",VeryLikelyOpen,625,43.650945,-79.379498
La Carnita,"106 John St (at King St W), Toronto ON M5V 2E1",VeryLikelyOpen,931,43.650945,-79.379498
Tim Hortons,"55 York St (at Piper St), Toronto ON M5J 1R7",VeryLikelyOpen,591,43.650945,-79.379498
A&W Restaurant,"8 Mercer St (John St), Toronto ON M5V 0C4",LikelyOpen,983,43.650945,-79.379498
Balzacs Coffee,"122 Bond St (at Gould St.), Toronto ON M5B 1X8",VeryLikelyOpen,768,43.650945,-79.379498
Kellys Landing,"123 Front St W, Toronto ON M5J 2M2",VeryLikelyOpen,711,43.650945,-79.379498
RS - Real Sports,"15 York St (at Bremner Blvd), Toronto ON M5J 0A3",VeryLikelyOpen,932,43.650945,-79.379498
The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",VeryLikelyOpen,508,43.650945,-79.379498
Bangkok Garden Restaurant,"18 Elm St, Toronto ON M5G 1G7",VeryLikelyOpen,815,43.650945,-79.379498
P.J. O'Brien Irish Pub and Restuarant,"39 Colborne St (at Leader Ln.), Toronto ON M5E 1E3",LikelyOpen,404,43.650945,-79.379498
The Corner Place,"11 Jarvis St (Front St.), Toronto ON M5E 1N3",LikelyOpen,669,43.650945,-79.379498
Harbour Sixty Steakhouse,"60 Harbour St (at Yonge St.), Toronto ON M5J 1B7",LikelyOpen,977,43.650945,-79.379498
Bier Markt,"58 the Esplanade (at Church St.), Toronto ON M5E 1A6",VeryLikelyOpen,610,43.650945,-79.379498
The George Street Diner,"129 George St (at Richmond St E), Toronto ON M5A 2M6",VeryLikelyOpen,340,43.655972,-79.370638
Fahrenheit Coffee,"120 Lombard St (at Jarvis St), Toronto ON M5C 3H5",LikelyOpen,432,43.655972,-79.370638
Neo Coffee Bar,"161 Frederick St (at King St E), Toronto ON M5A 4P3",VeryLikelyOpen,595,43.655972,-79.370638
Rooster Coffee House,"343 King St E (btwn Princess & Berkeley St), Toronto ON M5A 1L1",VeryLikelyOpen,606,43.655972,-79.370638
Gyu-Kaku BBQ,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",VeryLikelyOpen,597,43.655972,-79.370638
Pearl Diver,"100 Adelaide St E (Jarvis), Toronto ON M5C 1K9",VeryLikelyOpen,553,43.655972,-79.370638
Jazz Bistro,"251 Victoria St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1T8",LikelyOpen,695,43.655972,-79.370638
St. Lawrence Market Outdoor Vendors,"93 Front St E (at Lower Jarvis St), Toronto ON M5E 1C3",LikelyOpen,806,43.655972,-79.370638
Burrito Boyz,"74 Dundas St E, Toronto ON M5B 1C7",VeryLikelyOpen,636,43.655972,-79.370638
Hokkaido Ramen Santouka,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",VeryLikelyOpen,561,43.655972,-79.370638
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,688,43.655972,-79.370638
House on Parliament,"454 Parliament St (btwn Carlton & Gerrard), Toronto ON M5A 3A2",VeryLikelyOpen,881,43.655972,-79.370638
Beer Bistro,"18 King St E (at Yonge St.), Toronto ON M5C 1C4",VeryLikelyOpen,901,43.655972,-79.370638
Dineen Coffee Co,"140 Yonge St (at Temperance St), Toronto ON M5C 1X6",VeryLikelyOpen,892,43.655972,-79.370638
Fresh on Front,"47 Front St E (Church Street), Toronto ON M5E 1B3",VeryLikelyOpen,950,43.655972,-79.370638
Bellissimo Pizzaria & Ristorante,"164 the Esplanade (at Frederick St), Toronto ON M5A 4A5",LikelyOpen,806,43.655972,-79.370638
Blaze Pizza,"10 Dundas St E, Toronto ON M5B 2G9",VeryLikelyOpen,756,43.655972,-79.370638
Sukho Thai,"52 Wellington St E (at Church St), Toronto ON M5E 1C7",LikelyOpen,889,43.655972,-79.370638
The Carbon Bar,"99 Queen St E, Toronto ON M5C 1S1",LikelyOpen,452,43.655972,-79.370638
C'est What,"67 Front St E (at Church St), Toronto ON M5E 1B5",VeryLikelyOpen,868,43.655972,-79.370638
Salad King,"340 Yonge St (at Gould St), Toronto ON M5B 1R8",VeryLikelyOpen,901,43.655972,-79.370638
Five Guys Burgers & Fries,"329 Yonge St, Toronto ON M5B 1R7",VeryLikelyOpen,831,43.655972,-79.370638
Cluck Clucks,"222 the Esplanade (Princess), Toronto ON M5A 4M8",VeryLikelyOpen,819,43.655972,-79.370638
CRAFT Beer Market Toronto,"1 Adelaide St E, Toronto ON M5C 2V9",LikelyOpen,896,43.655972,-79.370638
Daniels Spectrum,"585 Dundas St E (btwn Regent & Sumach), Toronto ON M5A 2B7",LikelyOpen,847,43.655972,-79.370638
Victoria's Restaurant,"37 King St E (at Le Meridien King Edward Hotel), Toronto ON M5C 1E9",Unsure,875,43.655972,-79.370638
Chipotle Mexican Grill,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",VeryLikelyOpen,831,43.655972,-79.370638
Balzacs Coffee,"122 Bond St (at Gould St.), Toronto ON M5B 1X8",VeryLikelyOpen,719,43.655972,-79.370638
JOEY Eaton Centre,"1 Dundas St W, Toronto ON M5G 1Z3",VeryLikelyOpen,903,43.655972,-79.370638
Terroni Sud Forno Produzione e Spaccio,"22 Sackville St, Toronto ON M5A 3E2",VeryLikelyOpen,876,43.655972,-79.370638
La Bettola Di Terroni,"106 Victoria St, Toronto ON M5C 2B4",LikelyOpen,742,43.655972,-79.370638
McVeigh's Irish Pub,"124 Church St, Toronto ON M5C 2G8",VeryLikelyOpen,583,43.655972,-79.370638
Paramount Fine Foods,"253 Yonge St (btwn Dundas St E & Shuter St), Toronto ON M5B 1N8",VeryLikelyOpen,779,43.655972,-79.370638
Goose Island Brew House - Toronto,"70 the Esplanade, Toronto ON M5E 1R2",VeryLikelyOpen,988,43.655972,-79.370638
Barberian's Steak House,"7 Elm St (at Yonge St.), Toronto ON M5G 1H1",LikelyOpen,948,43.655972,-79.370638
Bangkok Garden Restaurant,"18 Elm St, Toronto ON M5G 1G7",VeryLikelyOpen,1003,43.655972,-79.370638
The Corner Place,"11 Jarvis St (Front St.), Toronto ON M5E 1N3",LikelyOpen,713,43.655972,-79.370638
The 3 Brewers,"275 Yonge St (btwn Dundas St. E & Shuter St.), Toronto ON M5B 1N8",VeryLikelyOpen,787,43.655972,-79.370638
Flatiron & Firkin,"49 Wellington St E (at Church St.), Toronto ON M5E 1C9",VeryLikelyOpen,878,43.655972,-79.370638
The Rabbit Hole,"21 Adelaide St W, Toronto ON M5H 1L6",VeryLikelyOpen,1012,43.655972,-79.370638
The Jason George,"100 Front St E (at Jarvis St), Toronto ON M5A 1E1",LikelyOpen,684,43.655972,-79.370638
Fran's Restaurant,"200 Victoria St (at Shuter St), Toronto ON M5B 1V8",VeryLikelyOpen,707,43.655972,-79.370638
Imperial Pub,"54 Dundas St E (at Victoria Ln.), Toronto ON M5B 1C7",VeryLikelyOpen,669,43.655972,-79.370638
P.J. O'Brien Irish Pub and Restuarant,"39 Colborne St (at Leader Ln.), Toronto ON M5E 1E3",LikelyOpen,870,43.655972,-79.370638
Bolet's Burrito,"134 Lower Sherbourne St, Toronto ON M5A 4J4",VeryLikelyOpen,689,43.655972,-79.370638
Tim Hortons,"55 Front St E (Church And The Esplanade), Toronto ON M5E 0A7",VeryLikelyOpen,915,43.655972,-79.370638
Score on King,"107 King St E (Church), Toronto ON M5C 1G6",VeryLikelyOpen,730,43.655972,-79.370638
Mast Coffee,"68 Shuter St (at Dalhousie St), Toronto ON M5B 0B4",LikelyOpen,419,43.655972,-79.370638
Popeye's Louisiana Kitchen,"106 Front St (George), Toronto ON M5A 1E1",VeryLikelyOpen,672,43.655972,-79.370638
Tim Hortons,"323 Richmond St E (at Sherbourne St.), Toronto ON M5A 4R3",VeryLikelyOpen,330,43.655972,-79.370638
Boxcar Social,"1208 Yonge St (Summerhill), Toronto ON M4T 1W1",LikelyOpen,720,43.687999,-79.38906
The Bagel House,"1438 Yonge St, Toronto ON M4T 1Y5",LikelyOpen,402,43.687999,-79.38906
Terroni,"1095 Yonge St (at Price St.), Toronto ON M4W 2L7",LikelyOpen,910,43.687999,-79.38906
Nutbar,"1240B Yonge St, Toronto ON M4T 1W5",VeryLikelyOpen,611,43.687999,-79.38906
Mary Be Kitchen,"21B St Clair Ave W, Toronto ON M4V 1K6",LikelyOpen,466,43.687999,-79.38906
Della Spiga,"1375 Yonge St (Rosehill), Toronto ON",Unsure,373,43.687999,-79.38906
Union Social Eatery,"21 Saint Clair Ave W, Toronto ON M4V 1K6",LikelyOpen,470,43.687999,-79.38906
Mermaid Fish and Grill House,"44 St Clair Ave E, Toronto ON M4T 1M9",LikelyOpen,264,43.687999,-79.38906
Boccone Deli & Pizza,"1378 Yonge St (at St Clair Ave. East), Toronto ON M4T 1Y5",LikelyOpen,406,43.687999,-79.38906
Sunny Morning,"1392 Yonge St (Pleasant Blvd), Toronto ON M4T 1Y5",VeryLikelyOpen,405,43.687999,-79.38906
Terroni,"1095 Yonge St (at Price St.), Toronto ON M4W 2L7",LikelyOpen,907,43.687999,-79.38906
Kwan Dim Sum,"1496 Yonge St (St. Clair), Toronto ON M4T 1Z6",Unsure,443,43.687999,-79.38906
Second Cup Café,"12 St Clair Ave E (at Yonge St), Toronto ON M4T 1L7",LikelyOpen,371,43.687999,-79.38906
Wylie's,"1234A Yonge St (btwn Walker Ave. & Alcorn Ave.), Toronto ON M4T 1W3",LikelyOpen,647,43.687999,-79.38906
Thai Express,"21 St Clair Ave E (Yonge), Toronto ON M4T 1L9",LikelyOpen,302,43.687999,-79.38906
Megumi Mazesoba,"46 Saint Clair Ave E, Toronto ON M4T 1M9",VeryLikelyOpen,257,43.687999,-79.38906
Gonoe Modern Sushi & Bar,"44 St.Clair Ave W, Toronto ON M4V 3C9",LikelyOpen,257,43.687999,-79.38906
Pizzaiolo,"13 St Clair Ave W (at Yonge St.), Toronto ON M4V 1K6",LikelyOpen,456,43.687999,-79.38906
La Barista Cafe,"22 St Clair Ave E (Yonge), Toronto ON M4T 2S3",Unsure,350,43.687999,-79.38906
Quiznos,"2 Saint Clair Ave E (Yonge), Toronto ON M4T 2T5",LikelyOpen,361,43.687999,-79.38906
Shawarma Fresh,"1444 Yonge St, Toronto ON M4T 1Y5",Unsure,361,43.687999,-79.38906
Chef of India,"1436 Yonge St (at St. Clair Ave. W), Toronto ON M4T 1Y5",Unsure,367,43.687999,-79.38906
Auther’s,"12 St.Clair Ave E (Younge & St. Clair), Toronto ON M4T 1L7",LikelyOpen,375,43.687999,-79.38906
The Bowl Korean Food,"12 Saint Clair Ave E (Yonge St), Toronto ON M4T 1L7",Unsure,379,43.687999,-79.38906
Druxy's,"2 St Clair Ave E (at Yonge St.), Toronto ON M4T 2T5",LikelyOpen,384,43.687999,-79.38906
Druxy's Famous Deli,"2 St Clair Ave E, Toronto ON M4T 2T5",Unsure,393,43.687999,-79.38906
Salis Noodis,"1430 Yonge St (St. Clair), Toronto ON M4T 1Y6",Unsure,402,43.687999,-79.38906
Zelden's Deli and Desserts,"1446 Yonge St, Toronto ON M4T 1Y5",LikelyOpen,403,43.687999,-79.38906
Bombay Roti,"1404 Yonge St, Toronto ON M4T 1Y5",LikelyOpen,405,43.687999,-79.38906
Spinners Sandwich Co,"1450 Yonge St (St Clair Ave.), Toronto ON M4T 1Y5",LikelyOpen,406,43.687999,-79.38906
Hot dog stand,"1 St Clair Ave E, Toronto ON M4T 2V7",LikelyOpen,433,43.687999,-79.38906
Panzerotto Pizza,"1544 Yonge St (St. Clair), Toronto ON",Unsure,433,43.687999,-79.38906
John & Sons Fish & Chip Shop,"1 Balmoral Ave, Toronto ON M4V 3B9",LikelyOpen,434,43.687999,-79.38906
Pizza Aiolo,"13 St Clair Ave W, Toronto ON M4V 1K6",LikelyOpen,457,43.687999,-79.38906
Bungkus,"1 St Clair Ave W, Toronto ON M4V 1K7",LikelyOpen,460,43.687999,-79.38906
Circle Thai Cuisine Restaurant,"1521 Yonge St (heath st), Toronto ON M4T 1Z2",LikelyOpen,462,43.687999,-79.38906
Kiva's Bagel Bakery & Restaurant,"15 Saint Clair Ave W, Toronto ON M4V 1K6",LikelyOpen,463,43.687999,-79.38906
Mr. Thai,"1521 Yonge St (North of St. Clair Ave E.), Toronto ON M4T 1Z2",LikelyOpen,468,43.687999,-79.38906
Brownes Bistro,"4 Woodland Hts (at Yonge St), Toronto ON M6S 2W4",LikelyOpen,503,43.687999,-79.38906
Gill - Fine Japanese Fusion Cuisine,"1560 Yonge St (Yonge & Heath), Toronto ON M4T 2S9",LikelyOpen,507,43.687999,-79.38906
Big Mouth Luck Dumpling House,"1560 Yonge St, Toronto ON M4T 2S9",LikelyOpen,513,43.687999,-79.38906
Sushi Gen,"1502 Yonge St (at St. Clair Ave. W), Toronto ON M4T 1Z6",LikelyOpen,446,43.687999,-79.38906
Presse Café,"40 St Clair Ave W (Yonge & St Clair), Toronto ON M4V 1M2",LikelyOpen,523,43.687999,-79.38906
Tim Hortons,"1521 Yonge St (btwn. St. Clair Ave. E and Heath St.), Toronto ON M4T 1Z2",VeryLikelyOpen,461,43.687999,-79.38906
Impact Kitchen Summerhill,"1222 Yonge St (Alcorn), Toronto ON M4T 1W3",VeryLikelyOpen,681,43.687999,-79.38906
Semiors Steak House,"1397 Yonge St, Toronto ON M4T 1Y4",LikelyOpen,779,43.687999,-79.38906
New York Fries,"220 Yonge St (at Dundas Street West), Toronto ON M5B 2H1",LikelyOpen,786,43.687999,-79.38906
Pisces Gourmet-Seafood Specialty Shop,"1103 Yonge St, Toronto ON M4W 2L7",LikelyOpen,886,43.687999,-79.38906
Koryo Samgyetang,"5865 Leslie St, Toronto ON M2H 1J8",LikelyOpen,910,43.687999,-79.38906
Sunny,"44 Saint Clair Ave E, Toronto ON M4T 1M9",Unsure,257,43.687999,-79.38906
Le Beau,"665 Dundas St E (Tubman), Toronto ON M5A 0P4",VeryLikelyOpen,336,43.66273618779861,-79.36253100740966
House on Parliament,"454 Parliament St (btwn Carlton & Gerrard), Toronto ON M5A 3A2",VeryLikelyOpen,439,43.66273618779861,-79.36253100740966
Daniels Spectrum,"585 Dundas St E (btwn Regent & Sumach), Toronto ON M5A 2B7",LikelyOpen,294,43.66273618779861,-79.36253100740966
Zakkushi,"193 Carlton St (at Ontario St.), Toronto ON M5A 2K7",LikelyOpen,661,43.66273618779861,-79.36253100740966
sukhoTHAI,"274 Parliament St (btwn Coatsworth St. & Shuter St.), Toronto ON M5A 3A4",LikelyOpen,539,43.66273618779861,-79.36253100740966
