Name,Address,Closed bucket,Distance,Latitude,Longitude
Wenona Craft Beer Lodge,"1069 Bloor St W (Dufferin Street), Toronto ON M6H 1M5",VeryLikelyOpen,257,43.66083333333333,-79.43583333333333
The Greater Good Bar,"229 Geary Ave (at Dufferin St), Toronto ON M6H 2C1",LikelyOpen,992,43.66083333333333,-79.43583333333333
Village Pizza,"759 Dovercourt Rd (Bloor St West), Toronto ON M6H 2X1",Unsure,526,43.66083333333333,-79.43583333333333
North Of Brooklyn Pizzeria,"229 Geary Ave, Toronto ON M6H 2C1",VeryLikelyOpen,999,43.66083333333333,-79.43583333333333
Pizza Hut,"922 Bloor St W, Toronto ON M6H 1L4",LikelyOpen,698,43.66083333333333,-79.43583333333333
Garvey Jerk,"1104 Bloor St W, Toronto ON M6H 1M8",Unsure,125,43.66083333333333,-79.43583333333333
Plizza,"1115 Bloor St W (Dufferin St), Toronto ON M6H 1M7",LikelyOpen,146,43.66083333333333,-79.43583333333333
Gino's Pizza,"1158 Bloor St W, Toronto ON M6H 1N1",LikelyOpen,147,43.66083333333333,-79.43583333333333
Roma 1090,"1090 Bloor St W (Gladstone), Toronto ON M6H 1M6",LikelyOpen,169,43.66083333333333,-79.43583333333333
241 Pizza,"1055 Bloor St W (havelock), Toronto ON M6H 1M4",LikelyOpen,302,43.66083333333333,-79.43583333333333
Pizza Pizza,"900 Dufferin St, Toronto ON M6H 4A9",LikelyOpen,455,43.66083333333333,-79.43583333333333
Mac’s Pizza,"759 Dovercourt Rd, Toronto ON M6H 2X1",LikelyOpen,525,43.66083333333333,-79.43583333333333
Conzo’s Pizza,"279 Bloor St W, Toronto ON M5S 0A9",VeryLikelyOpen,572,43.66083333333333,-79.43583333333333
Ambassador Pizza,"946 Bloor St W (Ossington), Toronto ON",LikelyOpen,601,43.66083333333333,-79.43583333333333
Pizza Pizza,"1193 Bloor St W, Toronto ON M6H 1N4",LikelyOpen,364,43.66083333333333,-79.43583333333333
Chito's Pizza and Foods,"1308 Bloor St W (at Lansdowne), Toronto ON M6H 1N9",LikelyOpen,592,43.66083333333333,-79.43583333333333
Ali Baba's Mid-Eastern,"1283 Bloor St W (Lansdowne Ave.), Toronto ON M6H 1N7",LikelyOpen,600,43.66083333333333,-79.43583333333333
Levant,"899 Bloor St W, Toronto ON M6H 1L2",LikelyOpen,765,43.66083333333333,-79.43583333333333
Trattoria Traverniti North,"989 Dovercourt Rd (Hallam), Toronto ON M6H 2X6",LikelyOpen,776,43.66083333333333,-79.43583333333333
Pidza,"858 Bloor St W, Toronto ON M6G 1M2",LikelyOpen,924,43.66083333333333,-79.43583333333333
Garfield Eats,"995 Bloor St W, Toronto ON M6H 1M1",LikelyOpen,924,43.66083333333333,-79.43583333333333
Pizza Pizza,"979 Bloor St W (at Dovercourt Rd.), Toronto ON M6H 1L7",LikelyOpen,546,43.66083333333333,-79.43583333333333
Big Trouble Pizza,"191 Geary Ave, Toronto ON M6H 2C1",VeryLikelyOpen,984,43.66083333333333,-79.43583333333333
Pizzaville,"989 Murray Ross Pky, North York ON M3J 3M4",VeryLikelyOpen,476,43.77649016265579,-79.5085364909097
Gino's Pizza,"4700 Keele St, Vaughan ON M3J 1P3",LikelyOpen,846,43.77649016265579,-79.5085364909097
Pizza Studio,"105 the Pond Rd, Toronto ON M3J 0K9",LikelyOpen,930,43.77649016265579,-79.5085364909097
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,76,43.663722,-79.380288
Blaze Pizza,"10 Dundas St E, Toronto ON M5B 2G9",VeryLikelyOpen,800,43.663722,-79.380288
Panago Pizza Inc,"44 Gerrard St W (at Bay St.), Toronto ON M5G 2K2",LikelyOpen,634,43.663722,-79.380288
Express Pizza,"447 Church St (at Alexander St.), Toronto ON M4Y 2C5",Unsure,32,43.663722,-79.380288
Pizza Nova,"1001 Bay St (St Joseph), Toronto ON M5S 3A6",LikelyOpen,595,43.663722,-79.380288
Pizza Studio,"500 Church St (Alexander St), Toronto ON M4Y 2C8",LikelyOpen,29,43.663722,-79.380288
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,225,43.663722,-79.380288
Pizza Pizza,"471 Yonge St, Toronto ON M4Y 1X4",LikelyOpen,313,43.663722,-79.380288
Tosto Quickfire Pizza Pasta,"800 Bay St, Toronto ON M5S 3A9",VeryLikelyOpen,576,43.663722,-79.380288
Pi Co,"432 Church St, Toronto ON M5B 2A4",LikelyOpen,267,43.663722,-79.380288
Boston Pizza,"401 Yonge St, Toronto ON M5B 1S9",LikelyOpen,506,43.663722,-79.380288
Assembli Pizza,"373 Church St, Toronto ON M5B 1Z9",LikelyOpen,317,43.663722,-79.380288
Pizza Nova,"568 Church St (at Wellesley St E), Toronto ON M4Y 2E3",LikelyOpen,268,43.663722,-79.380288
Domino's Pizza,"478 Yonge St, Toronto ON M4Y 1X5",LikelyOpen,327,43.663722,-79.380288
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,549,43.663722,-79.380288
Pizza Pizza,"761 Bay St, Toronto ON M5G 2R2",LikelyOpen,595,43.663722,-79.380288
Big 3 Detroit Style Pizza,"555 Church St, Toronto ON M4Y 2E2",LikelyOpen,387,43.663722,-79.380288
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,955,43.663722,-79.380288
Fantastico Pizza,"288 Kerr St, Toronto ON",LikelyOpen,441,43.663722,-79.380288
Bocconcini Pizza & Wings,"96 Gerrard St E, Toronto ON M5B 1G7",LikelyOpen,446,43.663722,-79.380288
Mamma's Pizza,"Yonge St, Toronto ON",LikelyOpen,542,43.663722,-79.380288
Pizza Italia,"372 Yonge St, Toronto ON M5B 1S6",Unsure,569,43.663722,-79.380288
Pizzaiolo,"770 Bay St (College St), Toronto ON M5G 0A6",LikelyOpen,604,43.663722,-79.380288
Panago Pizza Inc,"570 Jarvis St (Charles St E.), Toronto ON M4Y 0C1",LikelyOpen,610,43.663722,-79.380288
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,970,43.663722,-79.380288
Panago,"717 Bay St (St. Clair), Toronto ON",LikelyOpen,653,43.663722,-79.380288
Pizza Pizza,"346 Yonge St, Toronto ON M5B 1R8",LikelyOpen,659,43.663722,-79.380288
8 Mile Detroit Style Pizza,"9 Charles St W, Toronto ON M4Y 1R4",VeryLikelyOpen,742,43.663722,-79.380288
Slice New York,"633 Bay St (at Bay), Toronto ON M5G 1C9",LikelyOpen,830,43.663722,-79.380288
Pizzaiolo Gourmet Pizza,"707 Yonge St (at Hayden St.), Toronto ON M4Y 2B2",Unsure,799,43.663722,-79.380288
Pi Co,"180 Bloor St W (Church), Toronto ON M5S 2V6",LikelyOpen,860,43.663722,-79.380288
George's Pizza,"252 Dundas St E, Toronto ON M5A 1Z6",Unsure,865,43.663722,-79.380288
Panzerotto Pizza,"1158 Bloor St W (at Russett), Toronto ON M6H 1N1",LikelyOpen,895,43.663722,-79.380288
Papa John's Pizza,"200 Dundas St E, Toronto ON M5R 4R2",LikelyOpen,899,43.663722,-79.380288
La Pizza & la Pasta,"45 Bloor St W, Toronto ON M4W 1A5",VeryLikelyOpen,920,43.663722,-79.380288
Pizza Alla Pala,"50 Bloor St W, Toronto ON M4W 1A1",LikelyOpen,967,43.663722,-79.380288
Salt & Tobacco,"521 Parliament St, Toronto ON M4X 1P3",LikelyOpen,992,43.663722,-79.380288
Mamjoun Pizzeria,"209 Ellesmere Rd, Scarborough ON M1R 4E2",LikelyOpen,996,43.663722,-79.380288
Sbarro,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",LikelyOpen,924,43.663722,-79.380288
Pizza Nova,"526 Church St, Toronto ON M4Y 2E1",LikelyOpen,128,43.663722,-79.380288
Pizza Shab,"113 Bond St, Toronto ON M5B 1Y2",LikelyOpen,730,43.663722,-79.380288
2-4-1 Pizza,"122 Dundas St W, Toronto ON M5G 1C3",Unsure,952,43.663722,-79.380288
Pizzaiolo,"366 Bloor St E, Toronto ON M4W 1H4",LikelyOpen,977,43.663722,-79.380288
Factory Girl,"193 Danforth Ave, Toronto ON M4K 1N2",LikelyOpen,1011,43.667819,-79.35347
One Night Only Pizza,"227 Withrow Ave, Toronto ON M4K 1E3",LikelyOpen,851,43.667819,-79.35347
Little Caesars Pizza,"457 Carlaw Ave, Toronto ON M4K 3H9",VeryLikelyOpen,858,43.667819,-79.35347
Maker Pizza,"388 Carlaw Ave, Toronto ON M4M 2T4",LikelyOpen,905,43.667819,-79.35347
Pizza Pizza,"474 Danforth Rd, Scarborough ON M1K 1C6",LikelyOpen,421,43.71176278859601,-79.27028152889692
Pizza Hut,"462 Birchmount Rd, Scarborough ON M1K 1N8",VeryLikelyOpen,563,43.71176278859601,-79.27028152889692
Pizza Pizza,"4001 Leslie St, Toronto ON M2K 1E1",LikelyOpen,922,43.77351462694018,-79.35306224113921
Domino's Pizza,"38 Forest Manor Rd, Toronto ON M2J 0H4",LikelyOpen,658,43.77351462694018,-79.35306224113921
Pi Co,"1800 Sheppard Ave E, Toronto ON M2J 5A7",LikelyOpen,904,43.77351462694018,-79.35306224113921
Iqbal Kebab Sweet Centre,"105 Pky Forest Dr, Toronto ON M2J 1L8",LikelyOpen,990,43.77351462694018,-79.35306224113921
Pizza Hut,"1949 Finch Ave W, Toronto ON M3N 2V3",VeryLikelyOpen,341,43.759292283169536,-79.5183741465576
Pizza Pizza,"3 1837 Finch Ave W, North York ON M3N 2H1",LikelyOpen,413,43.759292283169536,-79.5183741465576
241 Pizza,"1 York Gate Blvd, North York ON M3N 3A1",LikelyOpen,157,43.759292283169536,-79.5183741465576
Double Double Pizza and Chicken,"2857 Jane St, Toronto ON M3N 2J5",LikelyOpen,844,43.759292283169536,-79.5183741465576
Pizza Hut,"1666 Jane St, Toronto ON M9N 2S1",LikelyOpen,347,43.759292283169536,-79.5183741465576
Superpoint Express Bar,"269 Dunn Ave (Queen St W), Toronto ON M6K 2S1",LikelyOpen,755,43.6372958,-79.4423237
CiCi's Pizza,"1618 Queen St W (Callender St), Toronto ON M6R 1A8",VeryLikelyOpen,261,43.6372958,-79.4423237
Pizza Pizza,"1432 Queen St W, Toronto ON M6K 1L9",LikelyOpen,699,43.6372958,-79.4423237
Di Roma Pizza,"1407 Queen St W, Toronto ON M6K 1M3",LikelyOpen,559,43.6372958,-79.4423237
Roma Pizza,"Queen St W (Lansdowne), Toronto ON",LikelyOpen,562,43.6372958,-79.4423237
241 Pizza,"1468 Queen St W (Queen), Toronto ON M6K 1M4",LikelyOpen,566,43.6372958,-79.4423237
Lambretta,"89 Roncesvalles Ave, Toronto ON M6R 2K6",LikelyOpen,636,43.6372958,-79.4423237
GOURMET PIZZA Bar & Grill,"133 Roncesvalles Ave (Queen), Toronto ON M6R 2L2",LikelyOpen,808,43.6372958,-79.4423237
Domino's Pizza,"1313 King St W (Cowan Ave), Toronto ON M6K 1G9",VeryLikelyOpen,868,43.6372958,-79.4423237
Ferraro Restaurant,"502 Eglinton Ave W (Avenue), Toronto ON M5N 1A5",LikelyOpen,787,43.704461,-79.423122
Pizza Pizza,"884 Eglinton Ave W, Toronto ON M6C 2B6",LikelyOpen,504,43.704461,-79.423122
Wannapizza,"302 Rd Ave, Toronto ON",LikelyOpen,343,43.704461,-79.423122
Mamma's Pizza,"944 Eglinton Ave W, Toronto ON M6C 2C2",VeryLikelyOpen,617,43.704461,-79.423122
Pizzaiolo,"953 Eglinton Ave W (Rostrevor Rd), Toronto ON M6C 2C4",LikelyOpen,669,43.704461,-79.423122
Mamma's Pizza,"1030 Eglinton Ave W (W (Eglinton & Bathurst)), Toronto ON M6C 2C5",LikelyOpen,745,43.704461,-79.423122
Pizza Pazza,"1007 Eglinton Ave W, Toronto ON M6C 2C7",LikelyOpen,871,43.704461,-79.423122
Pizza Pizza,"947 Eglinton Ave W, Toronto ON M6C 2C3",Unsure,645,43.704461,-79.423122
F'Amelia,"12 Amelia St (Parliament St), Toronto ON M4X 1E1",VeryLikelyOpen,748,43.6712581,-79.376367
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,821,43.6712581,-79.376367
Panzerotto Pizza,"1158 Bloor St W (at Russett), Toronto ON M6H 1N1",LikelyOpen,170,43.6712581,-79.376367
Express Pizza,"447 Church St (at Alexander St.), Toronto ON M4Y 2C5",Unsure,865,43.6712581,-79.376367
Pizza Hut,"810 Church St, Toronto ON M4W 2M9",VeryLikelyOpen,718,43.6712581,-79.376367
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,717,43.6712581,-79.376367
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,554,43.6712581,-79.376367
Panago Pizza Inc,"570 Jarvis St (Charles St E.), Toronto ON M4Y 0C1",LikelyOpen,357,43.6712581,-79.376367
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,639,43.6712581,-79.376367
Mamma's Pizza,"807 Yonge St, Toronto ON M4W 2G9",LikelyOpen,897,43.6712581,-79.376367
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,715,43.6712581,-79.376367
Pi Co,"180 Bloor St W (Church), Toronto ON M5S 2V6",LikelyOpen,526,43.6712581,-79.376367
Big 3 Detroit Style Pizza,"555 Church St, Toronto ON M4Y 2E2",LikelyOpen,605,43.6712581,-79.376367
Pizza Nova,"568 Church St (at Wellesley St E), Toronto ON M4Y 2E3",LikelyOpen,709,43.6712581,-79.376367
Pizzaiolo Gourmet Pizza,"707 Yonge St (at Hayden St.), Toronto ON M4Y 2B2",Unsure,829,43.6712581,-79.376367
Pizza Studio,"500 Church St (Alexander St), Toronto ON M4Y 2C8",LikelyOpen,878,43.6712581,-79.376367
8 Mile Detroit Style Pizza,"9 Charles St W, Toronto ON M4Y 1R4",VeryLikelyOpen,892,43.6712581,-79.376367
Salt & Tobacco,"521 Parliament St, Toronto ON M4X 1P3",LikelyOpen,932,43.6712581,-79.376367
La Pizza & la Pasta,"45 Bloor St W, Toronto ON M4W 1A5",VeryLikelyOpen,960,43.6712581,-79.376367
Pizza Alla Pala,"50 Bloor St W, Toronto ON M4W 1A1",LikelyOpen,991,43.6712581,-79.376367
Pizzaiolo,"366 Bloor St E, Toronto ON M4W 1H4",LikelyOpen,183,43.6712581,-79.376367
Pizzeria Via Mercanti,"87 Elm Ave, Toronto ON M4W 1N9",Unsure,636,43.6712581,-79.376367
Pizza Nova,"526 Church St, Toronto ON M4Y 2E1",LikelyOpen,801,43.6712581,-79.376367
Pizza Hut,"3351 Lawrence Ave E, Scarborough ON M1H 1A8",VeryLikelyOpen,954,43.76174092019504,-79.24473961415558
241 Pizza,"1756 Lawrence Ave E (Victoria Park), Scarborough ON M1R 2Y1",LikelyOpen,821,43.76174092019504,-79.24473961415558
241 Pizza,"3300 Lawrence Ave E, Scarborough ON M1H 1A6",Unsure,821,43.76174092019504,-79.24473961415558
Pizzeria Defina,"321 Roncesvalles Ave, Toronto ON M6R 2M6",LikelyOpen,940,43.651238,-79.43868
Papa John's Pizza,"1269 College St (Lansdown Ave), Toronto ON M6H 1C5",LikelyOpen,62,43.651238,-79.43868
Yummy Pizza,"1745 Dundas St W, Toronto ON M6K 1V4",LikelyOpen,147,43.651238,-79.43868
Saints Island Pies,"1665 Dundas St W, Toronto ON M6K 1V2",LikelyOpen,195,43.651238,-79.43868
Domino's Pizza,"1671 Dundas St W, Toronto ON M6K 1V2",LikelyOpen,202,43.651238,-79.43868
Albany Pizza,"222 Lansdowne Ave, Toronto ON M6K 3C6",LikelyOpen,227,43.651238,-79.43868
Slow South Pizza,"1588 Dundas St W (Brock & Dundas), Toronto ON M6K 1T8",LikelyOpen,344,43.651238,-79.43868
Tony's & Nick's Place,"1470 Dundas St W, Toronto ON M6J 1Y6",LikelyOpen,630,43.651238,-79.43868
Pizza Pizza,"900 Dufferin St, Toronto ON M6H 4A9",LikelyOpen,665,43.651238,-79.43868
Conzo’s Pizza,"279 Bloor St W, Toronto ON M5S 0A9",VeryLikelyOpen,827,43.651238,-79.43868
Chito's Pizza and Foods,"1308 Bloor St W (at Lansdowne), Toronto ON M6H 1N9",LikelyOpen,865,43.651238,-79.43868
Ali Baba's Mid-Eastern,"1283 Bloor St W (Lansdowne Ave.), Toronto ON M6H 1N7",LikelyOpen,834,43.651238,-79.43868
Pizzaiolo,"383 Roncesvalles Ave, Toronto ON M6R 2M8",LikelyOpen,949,43.651238,-79.43868
Gino's Pizza,"1158 Bloor St W, Toronto ON M6H 1N1",LikelyOpen,950,43.651238,-79.43868
Pizza Pizza,"1193 Bloor St W, Toronto ON M6H 1N4",LikelyOpen,843,43.651238,-79.43868
Napoli Centrale,"964 Bathurst St, Toronto ON M5R 3G5",LikelyOpen,743,43.6677246,-79.4041365
Pizza Gigi,"189 Harbord St (at Lippincott), Toronto ON M5S 1H5",VeryLikelyOpen,748,43.6677246,-79.4041365
Martino Pizza Inc,"178 Dupont St (at St George St), Toronto ON M5R 2E6",LikelyOpen,884,43.6677246,-79.4041365
Pizzaiolo,"416 Bloor St W, Toronto ON M5S 1X5",LikelyOpen,377,43.6677246,-79.4041365
Menchella's Gourmet Pizza,"452 Bloor St W, Toronto ON",LikelyOpen,441,43.6677246,-79.4041365
Cora Pizza,"1 U002F2 Spadina Ave, Toronto ON M5S 2H7",LikelyOpen,504,43.6677246,-79.4041365
Piccolo Piano Pizzeria,"89 Harbord St, Toronto ON M5S 1G4",LikelyOpen,571,43.6677246,-79.4041365
Pizza Pizza,"558 Bloor St W, Toronto ON M6G 1K1",LikelyOpen,643,43.6677246,-79.4041365
Panago Pizza Inc,"787 Bathurst St (Bathurst bloor), Toronto ON M5S 0B7",LikelyOpen,637,43.6677246,-79.4041365
La Pizza & la Pasta - Eataly Toronto,"55 Bloor St W, Toronto ON M4W 1A6",LikelyOpen,668,43.6677246,-79.4041365
Pizzaville,"635 Markham St, Toronto ON M6G 2M1",VeryLikelyOpen,714,43.6677246,-79.4041365
Domino's Pizza,"936 Bathurst St, Toronto ON M5R 3G5",VeryLikelyOpen,723,43.6677246,-79.4041365
Papa Ceo Fine Italian Foods & Pizza,"654 Spadina Ave, Toronto ON M5S 2H7",LikelyOpen,516,43.6677246,-79.4041365
Pi Co,"180 Bloor St W, Toronto ON M5S 2V6",LikelyOpen,752,43.6677246,-79.4041365
Pizza Nova,"193 Harbord St (Lippincott), Toronto ON M5S 2R5",LikelyOpen,768,43.6677246,-79.4041365
Halal Pizza Time & Restaurant,"561 Markham St, Toronto ON M6G 2L6",Unsure,774,43.6677246,-79.4041365
Blondies,"265 Davenport Rd, Toronto ON M5R 1J9",LikelyOpen,854,43.6677246,-79.4041365
Parkside Deli,"146 Cumberland St (btwn Avenue Rd. & Bay St.), Toronto ON M5R 1A8",LikelyOpen,944,43.6677246,-79.4041365
Detroit Pizzeria,"1093 Bathurst St (Dupont), Toronto ON M5R 3G8",LikelyOpen,982,43.6677246,-79.4041365
Trio Ristorante and Pizzeria,"3239 Yonge St (at Bowood Ave), Toronto ON M4N 2L5",LikelyOpen,133,43.72991999271573,-79.40372719797139
Pizza Pizza,"3231 Yonge St, Toronto ON M4N 2L3",LikelyOpen,175,43.72991999271573,-79.40372719797139
Pizzaville,"3308 Yonge St, Toronto ON M4N 2M4",VeryLikelyOpen,118,43.72991999271573,-79.40372719797139
Monkey Bar & Grill,"3353 Yonge St (Fairlawn), Toronto ON M4N 2M6",LikelyOpen,175,43.72991999271573,-79.40372719797139
Pizza Nova,"3205 Yonge St (at Ranleigh Ave), Toronto ON M4N 2L3",LikelyOpen,223,43.72991999271573,-79.40372719797139
Piazzetta Trattoria,"3441 Yonge St, North York ON M4N 2N1",LikelyOpen,410,43.72991999271573,-79.40372719797139
Pizza Pizza,"Elm St (Yonge), Toronto ON",LikelyOpen,923,43.72991999271573,-79.40372719797139
Global Learning Inc,"1398 Mount Pleasant Rd, Toronto ON M4N 2T8",LikelyOpen,805,43.72991999271573,-79.40372719797139
Pizzaiolo,"3369 Yonge St, Toronto ON M4N 2M6",LikelyOpen,219,43.72991999271573,-79.40372719797139
Panzerotto Pizza,"1062 Kingston Rd, Toronto ON M1N 1N4",Unsure,74,43.68035,-79.28357
Papa John's Pizza,"1085 Kingston Rd (Kingston Rd and Victoria Park Ave), Toronto ON M1N 4E3",LikelyOpen,40,43.68035,-79.28357
Little Caesars Pizza,"2480 Gerrard St E, Toronto ON M1N 4C3",VeryLikelyOpen,803,43.68035,-79.28357
Pizza Pizza,"1054 Kingston Rd, Scarborough ON M1N 1N4",LikelyOpen,76,43.68035,-79.28357
The Fourth Man in the Fire,"832 Dundas St W, Toronto ON M6J 1V3",VeryLikelyOpen,86,43.651603,-79.408346
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,537,43.651603,-79.408346
Queen Margherita Pizza,"772 Dundas St W (Bathurst), Toronto ON M6J 1V1",LikelyOpen,93,43.651603,-79.408346
Bitondo Pizzeria,"11 Clinton St (at Henderson Ave), Toronto ON M6J 2N7",LikelyOpen,496,43.651603,-79.408346
Maker Pizza,"55A Cameron St, Toronto ON M5T 2H1",LikelyOpen,850,43.651603,-79.408346
Pizza Fresca,"302 College St (at Robert St), Toronto ON M5T 1R9",LikelyOpen,873,43.651603,-79.408346
Marinella,"640 College St (College and Grace), Toronto ON M6G 1B4",LikelyOpen,692,43.651603,-79.408346
Pizzeria Via Mercanti,"188 Augusta Ave, Toronto ON M5T 2L6",VeryLikelyOpen,584,43.651603,-79.408346
Village Pizza Dundas,"761 Dundas St W, Toronto ON M6J 1T9",LikelyOpen,144,43.651603,-79.408346
Cafe Diplomatico,"594 College St (Clinton St), Toronto ON M6G 1B3",LikelyOpen,606,43.651603,-79.408346
San Francesco Foods,"10 Clinton St, Toronto ON M6J 2N8",VeryLikelyOpen,493,43.651603,-79.408346
Trattoria Taverniti,"591 College St, Toronto ON M6G 1B2",LikelyOpen,587,43.651603,-79.408346
Big Trouble Pizza,"235 Spadina Ave (Dundas St. W), Toronto ON M5T 2E2",LikelyOpen,913,43.651603,-79.408346
Pizzaiolo,"609 Queen St W (Bathurst), Toronto ON M5V 2B7",Unsure,635,43.651603,-79.408346
Gino's Pizza,"399 Bathurst St (Dundas), Toronto ON M5T 2S8",LikelyOpen,224,43.651603,-79.408346
Wing Machine,"399 Bathurst St (Dundas), Toronto ON M5T 2S8",LikelyOpen,316,43.651603,-79.408346
Pizzaiolo,"624 Queen St W, Toronto ON M6J 1E4",LikelyOpen,557,43.651603,-79.408346
Amato Pizza,"380 College St, Toronto ON M5T 1S6",LikelyOpen,670,43.651603,-79.408346
Levetto China Town,"382 Spadina Ave (Spadina Ave.), Toronto ON M5T 2G5",LikelyOpen,832,43.651603,-79.408346
Pizzeria Libretto,"589 College St, Toronto ON M6G 1B2",LikelyOpen,569,43.651603,-79.408346
Tav's Gnocchi Pizza Bar,"589 College St, Toronto ON M6G 1B2",LikelyOpen,576,43.651603,-79.408346
Pickle Drum Bar and Grill,"430 1/2 College St, Toronto ON M5T 1T3",Unsure,582,43.651603,-79.408346
Pizza Pizza,"655 Queen St W, Toronto ON M6J 1E6",LikelyOpen,605,43.651603,-79.408346
Pizza Hut,"720 King St W, Toronto ON M5V 2T3",LikelyOpen,917,43.651603,-79.408346
Mare Pizzeria,"185 Baldwin St, Toronto ON M5T 1M1",Unsure,685,43.651603,-79.408346
Domino's Pizza,"404 College St, Toronto ON M5T 1S8",LikelyOpen,620,43.651603,-79.408346
Danny's Pizza Tavern,"611 College St, Toronto ON M6G 1B5",VeryLikelyOpen,623,43.651603,-79.408346
Pizza Thick & the Ice Cream Bake Shop,"536 Queen St W, Toronto ON M5V 2B5",LikelyOpen,635,43.651603,-79.408346
Pizzeria Da Mario,"253 Augusta Ave, Toronto ON M5T 2L8",LikelyOpen,639,43.651603,-79.408346
Deepizz Pizzeria,"384 College St (Borden St), Toronto ON M5T 1S7",LikelyOpen,645,43.651603,-79.408346
Amato Pizza on Queen,"534 Queen St W, Toronto ON M5V 2B5",LikelyOpen,650,43.651603,-79.408346
Pizza Aiolo,"609 Queen St W, Toronto ON M5V 2B7",LikelyOpen,664,43.651603,-79.408346
Pizza Palazzo,"376 College St, Toronto ON M5T 1S6",LikelyOpen,677,43.651603,-79.408346
Papa John's Pizza,"653 College St, Toronto ON M6G 1B7",LikelyOpen,717,43.651603,-79.408346
Planet Pizza,"339 College St, Toronto ON M5T 1S2",Unsure,780,43.651603,-79.408346
Standard Club,"667 College St, Toronto ON M6G 1B9",LikelyOpen,781,43.651603,-79.408346
Pizza Nova,"703 College St (at Montrose), Toronto ON M6G 1C2",Unsure,870,43.651603,-79.408346
Domino's Pizza,"410 Queen St W, Toronto ON M5V 2A7",VeryLikelyOpen,910,43.651603,-79.408346
Freshslice Pizza,"744 King St W, Toronto ON M5V 1N3",LikelyOpen,926,43.651603,-79.408346
Panzerotto Pizza,"404 Queen St W, Toronto ON M5V 2A6",LikelyOpen,973,43.651603,-79.408346
Pizza Nova,"267 College St (at Spadina Ave), Toronto ON M5T 1R6",LikelyOpen,976,43.651603,-79.408346
Giovanni's Italian Kitchen & Pizza Bar,"760A College St, Toronto ON M6G 1C4",LikelyOpen,998,43.651603,-79.408346
Capitol Trattoria Pizzeria,"597 College St, Toronto ON M6G 1B5",Unsure,594,43.651603,-79.408346
Back Alley Romolo pizza napoletana,"188 Augusta Ave, Toronto ON M5T 2L6",Unsure,577,43.651603,-79.408346
Pizza Pizza,"5921 Leslie St, North York ON M2H 1J8",LikelyOpen,519,43.79442338280241,-79.36925879507179
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,939,43.63906470236988,-79.41080996164456
Levetto,"68 Sudbury St (Dovercourt), Toronto ON M6J 0B7",LikelyOpen,949,43.63906470236988,-79.41080996164456
Panago Pizza Inc,"120 Lynn Williams St (Liberty Village), Toronto ON M6K 3N6",LikelyOpen,548,43.63906470236988,-79.41080996164456
Domino's Pizza,"51 Niagara St (at Bathurst St), Toronto ON M5V 1C3",LikelyOpen,764,43.63906470236988,-79.41080996164456
Pizza Nova,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",LikelyOpen,334,43.63906470236988,-79.41080996164456
Pizza Hut,"720 King St W, Toronto ON M5V 2T3",LikelyOpen,736,43.63906470236988,-79.41080996164456
Golden Phoebe Tree Inc,"120 Lynn Williams St, Toronto ON M6K 3N6",LikelyOpen,518,43.63906470236988,-79.41080996164456
Just Cone It at the CNE,"100 Princes Blvd, Toronto ON M6K 3C3",Unsure,532,43.63906470236988,-79.41080996164456
Pizzaville,"171 E Liberty St, Toronto ON M6K 3P6",VeryLikelyOpen,608,43.63906470236988,-79.41080996164456
Freshslice Pizza,"744 King St W, Toronto ON M5V 1N3",LikelyOpen,693,43.63906470236988,-79.41080996164456
Pizzaiolo,"624 Queen St W, Toronto ON M6J 1E4",LikelyOpen,980,43.63906470236988,-79.41080996164456
8Mile Pizza,"122 Atlantic Ave, Toronto ON M6K 1X9",LikelyOpen,849,43.63906470236988,-79.41080996164456
Pizzaiolo,"615 King St W (Bathurst), Toronto ON M5V 1M5",VeryLikelyOpen,983,43.63906470236988,-79.41080996164456
Panago Pizza Inc,"109 Atlantic Ave, Toronto ON M6K 1X4",Unsure,796,43.63906470236988,-79.41080996164456
Carino Crosta Restaurant,"68 Sudbury St, Toronto ON M6J 0B7",Unsure,941,43.63906470236988,-79.41080996164456
